x,y,c
39.32804,-76.60946,1
39.34208,-76.53219,3
39.30100,-76.58390,0
39.30362,-76.67372,4
39.33864,-76.66461,2
39.29199,-76.67547,4
39.27154,-76.59896,5
39.37067,-76.60984,3
39.28959,-76.61518,1
39.32081,-76.62574,1
39.29798,-76.63170,1
39.27724,-76.61063,5
39.28676,-76.56335,0
39.26879,-76.65109,4
39.33278,-76.60564,1
39.34712,-76.60966,3
39.22768,-76.59880,5
39.28675,-76.56315,0
39.28622,-76.62239,1
39.23178,-76.59235,5
39.28838,-76.64145,4
39.32442,-76.68735,2
39.30187,-76.60635,1
39.32374,-76.61580,1
39.29536,-76.64012,4
39.32886,-76.66202,2
39.32464,-76.58837,3
39.34500,-76.58860,3
39.32960,-76.65914,2
39.30063,-76.61589,1
39.29639,-76.64648,4
39.30675,-76.58838,0
39.35952,-76.58856,3
39.29439,-76.58332,0
39.28657,-76.61100,1
39.29099,-76.57023,0
39.35829,-76.60573,3
39.36086,-76.56692,3
39.34466,-76.67068,2
39.33438,-76.65979,2
39.25702,-76.62901,5
39.28476,-76.53219,0
39.31476,-76.60551,1
39.22918,-76.60020,5
39.31424,-76.61675,1
39.36290,-76.55037,3
39.29410,-76.70839,4
39.37138,-76.56697,3
39.23543,-76.61101,5
39.34131,-76.54711,3
39.29140,-76.56564,0
39.35870,-76.60638,3
39.32671,-76.57383,3
39.30533,-76.57418,0
39.30533,-76.57418,0
39.31889,-76.55159,0
39.28742,-76.56343,0
39.26243,-76.63330,5
39.33171,-76.53373,3
39.32829,-76.60813,1
39.29190,-76.57016,0
39.29190,-76.57016,0
39.30241,-76.61586,1
39.33096,-76.69447,2
39.32514,-76.62549,1
39.27991,-76.65285,4
39.36392,-76.58678,3
39.33459,-76.67418,2
39.30645,-76.64450,4
39.34457,-76.68300,2
39.29883,-76.61042,1
39.27408,-76.62769,5
39.29262,-76.59640,1
39.32029,-76.68187,2
39.36443,-76.58930,3
39.28776,-76.53576,0
39.35344,-76.56043,3
39.31099,-76.61689,1
39.22814,-76.59030,5
39.31235,-76.66678,4
39.27706,-76.65734,4
39.33193,-76.54038,3
39.30413,-76.58118,0
39.31338,-76.64842,4
39.30189,-76.66559,4
39.31729,-76.59814,1
39.30531,-76.59669,1
39.29743,-76.57799,0
39.23170,-76.60458,5
39.29911,-76.62350,1
39.29727,-76.60379,1
39.29759,-76.59080,0
39.37015,-76.58888,3
39.30400,-76.63527,1
39.28572,-76.58789,0
39.35858,-76.60061,3
39.30413,-76.58118,0
39.31235,-76.66528,4
39.29193,-76.63828,4
39.28135,-76.69788,4
39.31013,-76.58934,0
39.32224,-76.59907,1
39.34008,-76.53749,3
39.30313,-76.64485,4
39.33255,-76.65107,2
39.27253,-76.53116,0
39.27248,-76.60583,5
39.31531,-76.57555,0
39.34578,-76.58619,3
39.29651,-76.58696,0
39.29431,-76.57700,0
39.29630,-76.68397,4
39.29610,-76.57061,0
39.23232,-76.60241,5
39.32916,-76.55448,3
39.31813,-76.57773,0
39.29632,-76.62002,1
39.32232,-76.56870,3
39.35638,-76.70284,2
39.28184,-76.63000,1
39.28184,-76.63000,1
39.23025,-76.60038,5
39.31283,-76.66243,4
39.29271,-76.57483,0
39.29271,-76.57483,0
39.33339,-76.54726,3
39.33164,-76.66767,2
39.28838,-76.57012,0
39.28695,-76.60420,1
39.32875,-76.66535,2
39.28679,-76.60210,1
39.29452,-76.57874,0
39.29452,-76.57874,0
39.22904,-76.59744,5
39.27629,-76.61436,5
39.28196,-76.61476,1
39.34747,-76.67617,2
39.29848,-76.65500,4
39.29731,-76.62060,1
39.32513,-76.68821,2
39.29878,-76.58321,0
39.33013,-76.60829,1
39.30482,-76.58017,0
39.28101,-76.64652,4
39.29933,-76.58520,0
39.34906,-76.65981,2
39.34906,-76.65981,2
39.31246,-76.61803,1
39.29595,-76.57294,0
39.34707,-76.65817,2
39.34707,-76.65817,2
39.27710,-76.60701,5
39.32351,-76.60940,1
39.31072,-76.65310,4
39.27856,-76.62759,1
39.28756,-76.63838,4
39.34833,-76.67057,2
39.33219,-76.54486,3
39.35535,-76.57380,3
39.27719,-76.56732,0
39.29036,-76.56424,0
39.23824,-76.60069,5
39.29479,-76.57310,0
39.29856,-76.61720,1
39.29879,-76.64690,4
39.23815,-76.60977,5
39.25336,-76.62641,5
39.29039,-76.56484,0
39.29421,-76.61550,1
39.31169,-76.60494,1
39.32325,-76.62300,1
39.35776,-76.58215,3
39.29923,-76.58673,0
39.28623,-76.62092,1
39.33309,-76.64777,2
39.28250,-76.69301,4
39.34602,-76.61360,3
39.30677,-76.65490,4
39.31010,-76.62404,1
39.31461,-76.64648,4
39.32340,-76.68310,2
39.31023,-76.58299,0
39.29298,-76.62119,1
39.24661,-76.63584,5
39.31023,-76.58299,0
39.30966,-76.56330,0
39.30192,-76.66185,4
39.26157,-76.66657,4
39.31174,-76.60396,1
39.36725,-76.69475,2
39.24344,-76.62641,5
39.29764,-76.57213,0
39.31922,-76.68488,2
39.29376,-76.61360,1
39.29466,-76.67280,4
39.29773,-76.63107,1
39.31363,-76.62996,1
39.26724,-76.64445,4
39.23449,-76.60435,5
39.37086,-76.56494,3
39.31663,-76.63242,1
39.28719,-76.63945,4
39.36318,-76.57170,3
39.26845,-76.61182,5
39.22378,-76.58725,5
39.31645,-76.61687,1
39.28889,-76.64614,4
39.29044,-76.59127,0
39.32167,-76.57352,3
39.34078,-76.68468,2
39.29931,-76.58094,0
39.28670,-76.59147,0
39.28670,-76.59147,0
39.32049,-76.62010,1
39.25107,-76.64487,5
39.28347,-76.64206,4
39.29867,-76.58568,0
39.31095,-76.59765,1
39.28756,-76.63846,4
39.31177,-76.63527,1
39.28891,-76.56921,0
39.36780,-76.70917,2
39.29916,-76.57338,0
39.29237,-76.57322,0
39.35470,-76.70969,2
39.29253,-76.61012,1
39.29896,-76.64023,4
39.27515,-76.62403,5
39.29045,-76.62021,1
39.30344,-76.63458,1
39.30344,-76.63458,1
39.36935,-76.69242,2
39.28075,-76.65079,4
39.35362,-76.55900,3
39.30173,-76.59782,1
39.23696,-76.60848,5
39.23696,-76.60848,5
39.29406,-76.61823,1
39.27815,-76.68352,4
39.36839,-76.56678,3
39.28446,-76.59631,1
39.27254,-76.53030,0
39.28263,-76.57845,0
39.28994,-76.60209,1
39.28838,-76.64145,4
39.29501,-76.57721,0
39.31149,-76.60888,1
39.34045,-76.66710,2
39.31440,-76.64128,1
39.31426,-76.58974,0
39.27194,-76.59440,5
39.30590,-76.66734,4
39.29771,-76.62440,1
39.30150,-76.60354,1
39.29771,-76.62440,1
39.28673,-76.60844,1
39.33143,-76.60942,1
39.31504,-76.56331,0
39.32370,-76.68136,2
39.30025,-76.60007,1
39.34537,-76.59506,3
39.29731,-76.61612,1
39.30878,-76.62557,1
39.32746,-76.55429,3
39.34021,-76.59093,3
39.31344,-76.66784,4
39.36312,-76.56677,3
39.30418,-76.67209,4
39.28549,-76.58569,0
39.33382,-76.59307,3
39.35266,-76.60976,3
39.28663,-76.56601,0
39.27312,-76.53983,0
39.32076,-76.62362,1
39.32076,-76.62362,1
39.29366,-76.58335,0
39.31555,-76.63755,1
39.34698,-76.53951,3
39.27983,-76.66656,4
39.34349,-76.68319,2
39.30118,-76.63827,1
39.28779,-76.61215,1
39.24890,-76.62503,5
39.27987,-76.66656,4
39.29536,-76.64012,4
39.29414,-76.67440,4
39.31353,-76.61111,1
39.29768,-76.58786,0
39.28367,-76.60173,1
39.31089,-76.67560,4
39.34476,-76.68321,2
39.26961,-76.65221,4
39.31219,-76.63563,1
39.35867,-76.59090,3
39.31148,-76.58453,0
39.32207,-76.56944,3
39.36818,-76.56682,3
39.31264,-76.63269,1
39.34359,-76.55555,3
39.25745,-76.63173,5
39.28161,-76.68862,4
39.28316,-76.59351,0
39.30550,-76.64062,4
39.28615,-76.64598,4
39.34986,-76.68667,2
39.32027,-76.67559,2
39.32027,-76.67559,2
39.32027,-76.67559,2
39.35511,-76.71084,2
39.23458,-76.59662,5
39.35412,-76.69950,2
39.29105,-76.63100,1
39.22958,-76.60162,5
39.31089,-76.63438,1
39.31089,-76.63438,1
39.34178,-76.60343,3
39.29529,-76.59129,0
39.29529,-76.59129,0
39.32156,-76.59128,1
39.32156,-76.59128,1
39.29714,-76.68048,4
39.31645,-76.61687,1
39.33141,-76.55873,3
39.27527,-76.69414,4
39.30602,-76.63203,1
39.30961,-76.56295,0
39.37022,-76.59248,3
39.33459,-76.67418,2
39.30895,-76.65510,4
39.32039,-76.60951,1
39.34362,-76.65230,2
39.30515,-76.66813,4
39.35212,-76.68867,2
39.29906,-76.57605,0
39.32529,-76.66169,2
39.33123,-76.69897,2
39.31683,-76.56285,0
39.29619,-76.57783,0
39.35258,-76.66524,2
39.34539,-76.68962,2
39.29433,-76.56829,0
39.22866,-76.59760,5
39.31188,-76.60951,1
39.29333,-76.57722,0
39.32465,-76.61221,1
39.31778,-76.61783,1
39.35316,-76.68322,2
39.30732,-76.57996,0
39.29104,-76.63825,4
39.33872,-76.68596,2
39.25830,-76.66262,4
39.33758,-76.63487,1
39.33770,-76.57244,3
39.30024,-76.61857,1
39.28511,-76.64860,4
39.28771,-76.60696,1
39.28388,-76.65512,4
39.32550,-76.60618,1
39.29349,-76.57183,0
39.37134,-76.60982,3
39.28505,-76.63861,4
39.34315,-76.67494,2
39.29106,-76.63245,1
39.32698,-76.68129,2
39.34010,-76.61084,1
39.36156,-76.58231,3
39.31665,-76.59543,1
39.31033,-76.64277,4
39.31028,-76.70755,2
39.30862,-76.65508,4
39.33296,-76.66339,2
39.28633,-76.64374,4
39.29599,-76.58357,0
39.30287,-76.66721,4
39.30287,-76.66721,4
39.30287,-76.66721,4
39.25555,-76.64276,5
39.25555,-76.64276,5
39.35521,-76.60695,3
39.28862,-76.63674,4
39.35893,-76.61044,3
39.29618,-76.57933,0
39.32316,-76.59344,1
39.28936,-76.56730,0
39.28651,-76.57056,0
39.29630,-76.57211,0
39.28882,-76.62221,1
39.28055,-76.61581,1
39.35448,-76.66237,2
39.35801,-76.61149,3
39.31821,-76.60205,1
39.35426,-76.59933,3
39.26703,-76.65112,4
39.30888,-76.58417,0
39.31592,-76.57672,0
39.36747,-76.57134,3
39.29219,-76.66173,4
39.30143,-76.54384,0
39.29178,-76.57470,0
39.31279,-76.62968,1
39.27871,-76.66349,4
39.34072,-76.65959,2
39.37064,-76.54561,3
39.34387,-76.62971,1
39.36474,-76.58482,3
39.28527,-76.64510,4
39.31853,-76.61973,1
39.27979,-76.62804,1
39.26449,-76.65493,4
39.28756,-76.56908,0
39.32215,-76.60946,1
39.29694,-76.65538,4
39.34064,-76.54348,3
39.30920,-76.64054,4
39.35921,-76.70652,2
39.31648,-76.57819,0
39.34301,-76.68369,2
39.30418,-76.57983,0
39.35249,-76.54284,3
39.29870,-76.58651,0
39.31080,-76.65106,4
39.29753,-76.61993,1
39.26119,-76.65854,4
39.34459,-76.65908,2
39.29789,-76.57934,0
39.30145,-76.58108,0
39.28761,-76.53982,0
39.33831,-76.65704,2
39.31466,-76.63610,1
39.28839,-76.61255,1
39.32526,-76.62913,1
39.23256,-76.60934,5
39.30784,-76.65503,4
39.28066,-76.63538,4
39.31582,-76.62920,1
39.30384,-76.57934,0
39.34643,-76.67080,2
39.28862,-76.63674,4
39.23217,-76.59693,5
39.29865,-76.58623,0
39.27258,-76.61593,5
39.31992,-76.57472,0
39.27931,-76.63643,4
39.25460,-76.65250,5
39.32589,-76.67059,2
39.32884,-76.66919,2
39.29824,-76.59760,1
39.32928,-76.67753,2
39.33290,-76.67022,2
39.33290,-76.67022,2
39.29804,-76.57867,0
39.29305,-76.61971,1
39.30495,-76.58820,0
39.30495,-76.58820,0
39.29037,-76.61456,1
39.28650,-76.61535,1
39.29583,-76.64647,4
39.27762,-76.61438,5
39.29348,-76.57772,0
39.29348,-76.57772,0
39.28875,-76.63812,4
39.35022,-76.68925,2
39.36647,-76.61960,3
39.35180,-76.68340,2
39.32740,-76.60938,1
39.33070,-76.61496,1
39.31111,-76.58746,0
39.33699,-76.66820,2
39.30102,-76.62517,1
39.27514,-76.60610,5
39.30907,-76.58572,0
39.29545,-76.57344,0
39.30063,-76.61589,1
39.30492,-76.60628,1
39.34055,-76.68120,2
39.29254,-76.61350,1
39.34154,-76.62626,1
39.28901,-76.64148,4
39.28097,-76.67274,4
39.29439,-76.57255,0
39.28288,-76.63260,1
39.30722,-76.66496,4
39.28390,-76.57986,0
39.35502,-76.55069,3
39.28816,-76.64770,4
39.29350,-76.69266,4
39.28721,-76.54557,0
39.29722,-76.60395,1
39.29722,-76.60395,1
39.29722,-76.60395,1
39.33409,-76.55746,3
39.29349,-76.57183,0
39.28246,-76.56851,0
39.29171,-76.61531,1
39.30416,-76.62610,1
39.35084,-76.67250,2
39.34690,-76.67790,2
39.33857,-76.65914,2
39.30000,-76.57898,0
39.35902,-76.70627,2
39.34131,-76.54711,3
39.28646,-76.59349,0
39.27293,-76.67423,4
39.31868,-76.65399,4
39.31790,-76.54827,0
39.33901,-76.66008,2
39.32854,-76.60847,1
39.29901,-76.64023,4
39.36797,-76.68319,2
39.27884,-76.54266,0
39.23368,-76.59388,5
39.29734,-76.68142,4
39.30550,-76.64062,4
39.30258,-76.61154,1
39.29437,-76.56739,0
39.33434,-76.65987,2
39.29300,-76.57006,0
39.29135,-76.60779,1
39.29217,-76.58749,0
39.33076,-76.54320,3
39.31605,-76.65658,4
39.29776,-76.65403,4
39.31013,-76.64169,4
39.28293,-76.64376,4
39.28973,-76.60963,1
39.29007,-76.56353,0
39.31212,-76.59525,1
39.32348,-76.58766,3
39.34927,-76.53685,3
39.29718,-76.66333,4
39.31578,-76.65245,4
39.32636,-76.60644,1
39.32329,-76.59646,1
39.26757,-76.65152,4
39.34064,-76.54348,3
39.35973,-76.59133,3
39.33769,-76.66380,2
39.28416,-76.64674,4
39.33851,-76.65938,2
39.28654,-76.59449,0
39.33985,-76.66074,2
39.29621,-76.63088,1
39.31354,-76.56583,0
39.27605,-76.54162,0
39.25131,-76.64253,5
39.32737,-76.56543,3
39.30124,-76.64312,4
39.30140,-76.61970,1
39.31303,-76.63321,1
39.29930,-76.62075,1
39.32774,-76.65943,2
39.29390,-76.62131,1
39.27972,-76.66435,4
39.29375,-76.62337,1
39.27582,-76.61372,5
39.27408,-76.62769,5
39.34426,-76.64051,2
39.32774,-76.65943,2
39.30803,-76.65257,4
39.29195,-76.58475,0
39.28623,-76.62092,1
39.30045,-76.64845,4
39.33946,-76.67002,2
39.28973,-76.61022,1
39.32084,-76.69837,2
39.30820,-76.66487,4
39.32430,-76.60808,1
39.28701,-76.55641,0
39.31237,-76.59029,0
39.24661,-76.63584,5
39.29131,-76.63833,4
39.31165,-76.59166,1
39.28036,-76.65391,4
39.25291,-76.65227,5
39.28880,-76.61086,1
39.29135,-76.57256,0
39.30764,-76.63757,1
39.33173,-76.66378,2
39.29333,-76.57722,0
39.28795,-76.54289,0
39.29387,-76.68192,4
39.35002,-76.60748,3
39.27927,-76.63505,4
39.30969,-76.56306,0
39.31943,-76.57076,0
39.28783,-76.53711,0
39.28335,-76.63390,1
39.30990,-76.58857,0
39.34177,-76.65974,2
39.29849,-76.62421,1
39.29657,-76.57064,0
39.36210,-76.71032,2
39.36133,-76.70282,2
39.29363,-76.58406,0
39.27283,-76.62958,5
39.30482,-76.60819,1
39.30542,-76.59373,1
39.27891,-76.62386,1
39.28667,-76.56499,0
39.29917,-76.62362,1
39.28496,-76.55703,0
39.27474,-76.61136,5
39.28706,-76.55422,0
39.35098,-76.67067,2
39.29713,-76.60407,1
39.28093,-76.67228,4
39.28519,-76.64681,4
39.28842,-76.59944,1
39.34685,-76.67502,2
39.27142,-76.67666,4
39.28350,-76.56882,0
39.30941,-76.62907,1
39.33723,-76.53846,3
39.25080,-76.63091,5
39.27758,-76.62450,5
39.29565,-76.70363,4
39.28696,-76.58563,0
39.28361,-76.64490,4
39.34682,-76.54838,3
39.29768,-76.60184,1
39.29152,-76.56495,0
39.25008,-76.62282,5
39.29090,-76.57613,0
39.30121,-76.61594,1
39.29789,-76.66893,4
39.26761,-76.58971,5
39.28362,-76.67214,4
39.30725,-76.59960,1
39.35023,-76.60974,3
39.23360,-76.60545,5
39.31802,-76.61123,1
39.30145,-76.64455,4
39.23774,-76.60288,5
39.29481,-76.57081,0
39.23845,-76.60961,5
39.28828,-76.57012,0
39.28676,-76.60781,1
39.30862,-76.56003,0
39.29769,-76.56980,0
39.29394,-76.62124,1
39.29811,-76.64586,4
39.32601,-76.59357,3
39.32601,-76.59357,3
39.31699,-76.63392,1
39.27984,-76.62410,1
39.28847,-76.54663,0
39.26453,-76.65479,4
39.33680,-76.65994,2
39.28162,-76.63794,4
39.31428,-76.68014,2
39.28162,-76.63794,4
39.28162,-76.63794,4
39.29335,-76.57625,0
39.31462,-76.63618,1
39.30947,-76.62464,1
39.29125,-76.56937,0
39.28968,-76.61210,1
39.30692,-76.62198,1
39.34588,-76.54069,3
39.31995,-76.62220,1
39.27408,-76.62769,5
39.27978,-76.68268,4
39.23726,-76.60540,5
39.36763,-76.57287,3
39.33665,-76.61983,1
39.29176,-76.55985,0
39.28792,-76.58717,0
39.28792,-76.58717,0
39.26870,-76.65279,4
39.23923,-76.60445,5
39.29098,-76.59315,0
39.29194,-76.67267,4
39.27567,-76.61758,5
39.31117,-76.61656,1
39.31133,-76.61661,1
39.29669,-76.62012,1
39.34540,-76.67783,2
39.29614,-76.57861,0
39.29350,-76.69257,4
39.31529,-76.67307,4
39.32000,-76.59553,1
39.34483,-76.70096,2
39.29419,-76.57487,0
39.28954,-76.61533,1
39.29056,-76.64803,4
39.31522,-76.64530,4
39.28436,-76.56697,0
39.28449,-76.56867,0
39.28862,-76.60950,1
39.30432,-76.67226,4
39.29732,-76.58365,0
39.33782,-76.66144,2
39.31889,-76.59870,1
39.28926,-76.60210,1
39.28844,-76.64010,4
39.28980,-76.57320,0
39.28169,-76.68388,4
39.28174,-76.61279,1
39.36271,-76.69309,2
39.26497,-76.64944,4
39.34495,-76.59712,3
39.33639,-76.63794,1
39.30727,-76.62990,1
39.32098,-76.62300,1
39.32731,-76.60945,1
39.28146,-76.59407,0
39.28857,-76.56664,0
39.30176,-76.68552,4
39.33724,-76.60407,3
39.32063,-76.68636,2
39.28935,-76.61941,1
39.29119,-76.61400,1
39.29814,-76.66314,4
39.29541,-76.57715,0
39.29982,-76.61785,1
39.30592,-76.57944,0
39.28977,-76.60985,1
39.28358,-76.53249,0
39.31529,-76.67696,2
39.33271,-76.63550,1
39.34242,-76.66235,2
39.27355,-76.67137,4
39.36601,-76.57230,3
39.29187,-76.65153,4
39.35610,-76.57754,3
39.28596,-76.58345,0
39.33431,-76.68187,2
39.29739,-76.65951,4
39.31398,-76.61257,1
39.29491,-76.64127,4
39.31544,-76.61269,1
39.31544,-76.61269,1
39.33447,-76.60919,1
39.26851,-76.58869,5
39.35467,-76.53960,3
39.31193,-76.58309,0
39.29877,-76.62879,1
39.29800,-76.62785,1
39.29450,-76.66501,4
39.29800,-76.62785,1
39.36407,-76.61110,3
39.30455,-76.63166,1
39.33327,-76.68298,2
39.29710,-76.57258,0
39.30980,-76.57309,0
39.29767,-76.57438,0
39.29248,-76.57034,0
39.32530,-76.56895,3
39.25137,-76.61498,5
39.34405,-76.67684,2
39.29320,-76.60817,1
39.31147,-76.58383,0
39.28313,-76.69892,4
39.33729,-76.60737,1
39.32331,-76.61458,1
39.28829,-76.57005,0
39.33231,-76.66372,2
39.33231,-76.66372,2
39.30393,-76.62639,1
39.25377,-76.65422,5
39.33262,-76.66319,2
39.33262,-76.66319,2
39.33262,-76.66319,2
39.29365,-76.57338,0
39.28541,-76.56994,0
39.29173,-76.57540,0
39.32755,-76.68246,2
39.32714,-76.68159,2
39.34445,-76.68562,2
39.35266,-76.60976,3
39.28205,-76.57895,0
39.27363,-76.61412,5
39.29600,-76.66504,4
39.31330,-76.64624,4
39.28653,-76.61355,1
39.24844,-76.62360,5
39.34593,-76.59356,3
39.34408,-76.66716,2
39.27408,-76.62769,5
39.29299,-76.57030,0
39.32057,-76.62427,1
39.28810,-76.64772,4
39.29298,-76.62119,1
39.35885,-76.67769,2
39.27432,-76.53624,0
39.29236,-76.58695,0
39.31946,-76.56268,0
39.31800,-76.65821,4
39.30948,-76.62319,1
39.28664,-76.59221,0
39.36662,-76.65175,2
39.26682,-76.64945,4
39.22788,-76.59950,5
39.34424,-76.68246,2
39.33185,-76.56185,3
39.36687,-76.60630,3
39.32923,-76.68887,2
39.28043,-76.54569,0
39.31026,-76.63854,1
39.32829,-76.60928,1
39.31196,-76.59922,1
39.33229,-76.59771,3
39.29470,-76.57558,0
39.35461,-76.58988,3
39.31354,-76.61804,1
39.30007,-76.58525,0
39.28664,-76.55291,0
39.30070,-76.59772,1
39.27321,-76.52980,0
39.27209,-76.61612,5
39.28780,-76.60150,1
39.23407,-76.60699,5
39.28567,-76.56605,0
39.29758,-76.59087,0
39.28938,-76.61967,1
39.28154,-76.59068,0
39.28659,-76.64878,4
39.32829,-76.66149,2
39.29339,-76.69559,4
39.30400,-76.63527,1
39.29339,-76.69559,4
39.36365,-76.53957,3
39.32359,-76.54307,3
39.32090,-76.67507,2
39.33235,-76.70277,2
39.31819,-76.57237,0
39.32926,-76.66126,2
39.29758,-76.59087,0
39.36989,-76.64456,2
39.31591,-76.57850,0
39.32919,-76.54154,3
39.30704,-76.63195,1
39.27146,-76.61594,5
39.37005,-76.64618,2
39.26461,-76.65030,4
39.34996,-76.61211,3
39.31282,-76.65361,4
39.30980,-76.57309,0
39.27355,-76.67137,4
39.27355,-76.67137,4
39.29374,-76.61050,1
39.31560,-76.54097,0
39.29298,-76.62119,1
39.28128,-76.62870,1
39.26157,-76.66657,4
39.32914,-76.53120,3
39.37156,-76.58695,3
39.30945,-76.65488,4
39.33798,-76.66302,2
39.28963,-76.61182,1
39.29309,-76.66154,4
39.29545,-76.57344,0
39.28580,-76.67901,4
39.34423,-76.66485,2
39.28274,-76.63537,4
39.35107,-76.59332,3
39.23014,-76.60376,5
39.28862,-76.67339,4
39.28966,-76.57176,0
39.35362,-76.55900,3
39.28628,-76.61945,1
39.28628,-76.61945,1
39.29861,-76.58776,0
39.35574,-76.70303,2
39.28381,-76.63995,4
39.28381,-76.63995,4
39.29885,-76.58139,0
39.30803,-76.65257,4
39.36381,-76.70685,2
39.28316,-76.64515,4
39.31751,-76.67053,2
39.27145,-76.60084,5
39.34077,-76.69429,2
39.29213,-76.64128,4
39.29590,-76.57589,0
39.29045,-76.62021,1
39.31877,-76.59787,1
39.29169,-76.61245,1
39.31470,-76.63807,1
39.33756,-76.63474,1
39.34655,-76.54321,3
39.28512,-76.64828,4
39.30986,-76.61557,1
39.31365,-76.61112,1
39.31365,-76.61112,1
39.30050,-76.59778,1
39.30050,-76.59778,1
39.33334,-76.63570,1
39.29818,-76.59994,1
39.29818,-76.59994,1
39.35450,-76.53094,3
39.29277,-76.68060,4
39.33696,-76.62453,1
39.21539,-76.58757,5
39.32174,-76.57751,3
39.22886,-76.59820,5
39.31868,-76.65399,4
39.28847,-76.58598,0
39.29426,-76.58627,0
39.31148,-76.55963,0
39.29024,-76.53823,0
39.29048,-76.53914,0
39.31601,-76.65640,4
39.31601,-76.65640,4
39.30387,-76.63511,1
39.28849,-76.59362,0
39.35337,-76.68843,2
39.29720,-76.61290,1
39.28783,-76.66017,4
39.29683,-76.61998,1
39.31154,-76.58299,0
39.27765,-76.61747,5
39.31289,-76.62720,1
39.29545,-76.57344,0
39.28522,-76.61995,1
39.31732,-76.67524,2
39.28761,-76.53982,0
39.29477,-76.64559,4
39.29060,-76.58855,0
39.31114,-76.61812,1
39.26761,-76.58972,5
39.26273,-76.64069,5
39.25137,-76.61498,5
39.34683,-76.69832,2
39.36541,-76.59701,3
39.29367,-76.61546,1
39.29451,-76.66302,4
39.28601,-76.58199,0
39.29116,-76.57464,0
39.29491,-76.61985,1
39.36409,-76.61211,3
39.28810,-76.64888,4
39.31524,-76.67299,4
39.29407,-76.59062,0
39.27703,-76.56732,0
39.28941,-76.61231,1
39.28631,-76.64229,4
39.36818,-76.56682,3
39.35527,-76.67877,2
39.29656,-76.70887,4
39.35576,-76.56303,3
39.35576,-76.56303,3
39.35576,-76.56303,3
39.32122,-76.55404,0
39.28600,-76.68620,4
39.30704,-76.64803,4
39.31148,-76.55963,0
39.28853,-76.63825,4
39.32448,-76.53918,3
39.29636,-76.66068,4
39.33448,-76.60017,3
39.29771,-76.57213,0
39.34286,-76.69169,2
39.27690,-76.68672,4
39.32914,-76.53120,3
39.23385,-76.59812,5
39.33619,-76.63527,1
